# DG14. Three deterministic delta baselines against the optimality certificate, on the 2000 items of the direct benchmark
# generated 2026-08-18 01:26:37 +0800 by code/scripts/delta_baselines.py (l1-dg14-delta-baselines-1)
# inputs:
#   direct     analysis/DG1_direct_guard.csv  sha256 32d8e190b4b0ecb725f2ae3ddcf506dec062e736fb6b0d725a273a3f35293a4f
#   summary    analysis/DG1_direct_guard_summary.csv  sha256 e48e336e549d1a02342750d56648fe37f42c6390d3acfb6039bb26f89f9a91bb
#   anchor     analysis/ladder/rule_anchor.csv  sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
#   suite      code/suite/v0.2/suite.jsonl  sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
#   tau_sweep  analysis/DG1_direct_guard_tau.csv  sha256 501a83cc68a8e2221b99ac8c9c1380510afaeb9fb8dfdd47c2be7786be498572
#   macros     manuscript/macros.tex  (read for the two published shares only)
# the delta rules REPLACE THE QUALITY STAGE ONLY: the schema and feasibility verdicts of the logged run are reused unchanged, so the 365 items blocked before the quality stage stay blocked under every guard here
# WT_prop  = obj_bh of the logged run (adjusted fields); recomputed here and asserted equal
# WT_ref1  = no-op dispatch of the UNADJUSTED instance (analysis/ladder/rule_anchor.csv, one per instance)
# WT_ref2  = the same adjusted fields dispatched with the proposal's added dispatch constraints removed (l1suite/checks.py::measure)
# D-REL1 refuses iff (WT_prop-WT_ref1)/max(WT_ref1,1) > theta;  D-REL2 the same against WT_ref2;  D-ABS refuses iff WT_prop-WT_ref1 > A bh
# every WT difference is rounded to 6 decimals in bh before it is thresholded, which is what l1suite/checks.py::measure does to the suite's stored badness
# D-REL1-ORIG is a SENSITIVITY, not a headline baseline: it scores both sides on the instance's original fields
# G-CERT is the deployed certificate, refusing iff the Tier-2 certified gap exceeds the tolerance; its tau=0.2 row is the manuscript's published operating point
# tolerance grid (50 values): 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 1
# absolute grid (20 values, bh): 0.5, 0.6371, 0.8119, 1.0346, 1.3183, 1.6799, 2.1407, 2.7278, 3.476, 4.4293, 5.6442, 7.1922, 9.1649, 11.6786, 14.8818, 18.9635, 24.1647, 30.7924, 39.238, 50
# matched operating point: the setting whose benign false-block count is at most the certificate's (21), maximising V3 refusals, ties to higher overall violation refusal, then fewer benign false blocks, then the widest tolerance
# refused_share denominator = all class items (the convention the published macros use); refused_share_nonempty denominator = items carrying a non-empty proposal
# no randomness anywhere; the dispatcher is deterministic at (rule=atc, seed=0); 1635 counterfactual references recomputed in 48.6 s on 12 worker(s)
# self-check: 118 assertions passed
block,guard,setting_kind,setting,class,items,nonempty_items,reached_qual,pre_qual_refused,qual_refused,refused,refused_share,refused_share_nonempty,stat,note
sweep,D-ABS,A_bh,39.238,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,39.238,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,39.238,V3,220,220,220,0,182,182,82.7273,82.7273,,
sweep,D-ABS,A_bh,39.238,V4,220,220,220,0,38,38,17.2727,17.2727,,
sweep,D-ABS,A_bh,39.238,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,39.238,V6,200,175,165,35,14,49,24.5000,28.0000,,
sweep,D-ABS,A_bh,39.238,violations_all,1200,945,835,365,234,599,49.9167,63.3862,,
sweep,D-ABS,A_bh,39.238,all,2000,1745,1635,365,245,610,30.5000,34.9570,,
sweep,D-ABS,A_bh,50,benign,800,800,800,0,11,11,1.3750,1.3750,,
sweep,D-ABS,A_bh,50,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,50,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,50,V3,220,220,220,0,176,176,80.0000,80.0000,,
sweep,D-ABS,A_bh,50,V4,220,220,220,0,36,36,16.3636,16.3636,,
sweep,D-ABS,A_bh,50,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,50,V6,200,175,165,35,14,49,24.5000,28.0000,,
sweep,D-ABS,A_bh,50,violations_all,1200,945,835,365,226,591,49.2500,62.5397,,
sweep,D-ABS,A_bh,50,all,2000,1745,1635,365,237,602,30.1000,34.4986,,
sweep,D-REL1-ORIG,theta,0.02,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.02,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.02,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.02,V3,220,220,220,0,217,217,98.6364,98.6364,,
sweep,D-REL1-ORIG,theta,0.02,V4,220,220,220,0,83,83,37.7273,37.7273,,
sweep,D-REL1-ORIG,theta,0.02,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.02,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.02,violations_all,1200,945,835,365,300,665,55.4167,70.3704,,
sweep,D-REL1-ORIG,theta,0.02,all,2000,1745,1635,365,300,665,33.2500,38.1089,,
sweep,D-REL1-ORIG,theta,0.03,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.03,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.03,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.03,V3,220,220,220,0,214,214,97.2727,97.2727,,
sweep,D-REL1-ORIG,theta,0.03,V4,220,220,220,0,82,82,37.2727,37.2727,,
sweep,D-REL1-ORIG,theta,0.03,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.03,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.03,violations_all,1200,945,835,365,296,661,55.0833,69.9471,,
sweep,D-REL1-ORIG,theta,0.03,all,2000,1745,1635,365,296,661,33.0500,37.8797,,
sweep,D-REL1-ORIG,theta,0.04,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.04,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.04,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.04,V3,220,220,220,0,214,214,97.2727,97.2727,,
sweep,D-REL1-ORIG,theta,0.04,V4,220,220,220,0,81,81,36.8182,36.8182,,
sweep,D-REL1-ORIG,theta,0.04,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.04,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.04,violations_all,1200,945,835,365,295,660,55.0000,69.8413,,
sweep,D-REL1-ORIG,theta,0.04,all,2000,1745,1635,365,295,660,33.0000,37.8223,,
sweep,D-REL1-ORIG,theta,0.05,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.05,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.05,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.05,V3,220,220,220,0,213,213,96.8182,96.8182,,
sweep,D-REL1-ORIG,theta,0.05,V4,220,220,220,0,80,80,36.3636,36.3636,,
sweep,D-REL1-ORIG,theta,0.05,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.05,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.05,violations_all,1200,945,835,365,293,658,54.8333,69.6296,,
sweep,D-REL1-ORIG,theta,0.05,all,2000,1745,1635,365,293,658,32.9000,37.7077,,
sweep,D-REL1-ORIG,theta,0.06,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.06,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.06,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.06,V3,220,220,220,0,211,211,95.9091,95.9091,,
sweep,D-REL1-ORIG,theta,0.06,V4,220,220,220,0,76,76,34.5455,34.5455,,
sweep,D-REL1-ORIG,theta,0.06,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.06,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.06,violations_all,1200,945,835,365,287,652,54.3333,68.9947,,
sweep,D-REL1-ORIG,theta,0.06,all,2000,1745,1635,365,287,652,32.6000,37.3639,,
sweep,D-REL1-ORIG,theta,0.07,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.07,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.07,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.07,V3,220,220,220,0,211,211,95.9091,95.9091,,
sweep,D-REL1-ORIG,theta,0.07,V4,220,220,220,0,76,76,34.5455,34.5455,,
sweep,D-REL1-ORIG,theta,0.07,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.07,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.07,violations_all,1200,945,835,365,287,652,54.3333,68.9947,,
sweep,D-REL1-ORIG,theta,0.07,all,2000,1745,1635,365,287,652,32.6000,37.3639,,
sweep,D-REL1-ORIG,theta,0.08,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.08,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.08,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.08,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,D-REL1-ORIG,theta,0.08,V4,220,220,220,0,70,70,31.8182,31.8182,,
sweep,D-REL1-ORIG,theta,0.08,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.08,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.08,violations_all,1200,945,835,365,278,643,53.5833,68.0423,,
sweep,D-REL1-ORIG,theta,0.08,all,2000,1745,1635,365,278,643,32.1500,36.8481,,
sweep,D-REL1-ORIG,theta,0.09,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.09,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.09,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.09,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,D-REL1-ORIG,theta,0.09,V4,220,220,220,0,67,67,30.4545,30.4545,,
sweep,D-REL1-ORIG,theta,0.09,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.09,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.09,violations_all,1200,945,835,365,275,640,53.3333,67.7249,,
sweep,D-REL1-ORIG,theta,0.09,all,2000,1745,1635,365,275,640,32.0000,36.6762,,
sweep,D-REL1-ORIG,theta,0.1,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.1,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.1,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.1,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,D-REL1-ORIG,theta,0.1,V4,220,220,220,0,65,65,29.5455,29.5455,,
sweep,D-REL1-ORIG,theta,0.1,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.1,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.1,violations_all,1200,945,835,365,273,638,53.1667,67.5132,,
sweep,D-REL1-ORIG,theta,0.1,all,2000,1745,1635,365,273,638,31.9000,36.5616,,
sweep,D-REL1-ORIG,theta,0.11,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.11,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.11,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.11,V3,220,220,220,0,206,206,93.6364,93.6364,,
sweep,D-REL1-ORIG,theta,0.11,V4,220,220,220,0,65,65,29.5455,29.5455,,
sweep,D-REL1-ORIG,theta,0.11,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.11,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.11,violations_all,1200,945,835,365,271,636,53.0000,67.3016,,
sweep,D-REL1-ORIG,theta,0.11,all,2000,1745,1635,365,271,636,31.8000,36.4470,,
sweep,D-REL1-ORIG,theta,0.12,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.12,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.12,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.12,V3,220,220,220,0,205,205,93.1818,93.1818,,
sweep,D-REL1-ORIG,theta,0.12,V4,220,220,220,0,64,64,29.0909,29.0909,,
sweep,D-REL1-ORIG,theta,0.12,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.12,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.12,violations_all,1200,945,835,365,269,634,52.8333,67.0899,,
sweep,D-REL1-ORIG,theta,0.12,all,2000,1745,1635,365,269,634,31.7000,36.3324,,
sweep,D-REL1-ORIG,theta,0.13,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.13,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.13,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.13,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,D-REL1-ORIG,theta,0.13,V4,220,220,220,0,63,63,28.6364,28.6364,,
sweep,D-REL1-ORIG,theta,0.13,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.13,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.13,violations_all,1200,945,835,365,267,632,52.6667,66.8783,,
sweep,D-REL1-ORIG,theta,0.13,all,2000,1745,1635,365,267,632,31.6000,36.2178,,
sweep,D-REL1-ORIG,theta,0.14,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.14,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.14,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.14,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,D-REL1-ORIG,theta,0.14,V4,220,220,220,0,61,61,27.7273,27.7273,,
sweep,D-REL1-ORIG,theta,0.14,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.14,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.14,violations_all,1200,945,835,365,265,630,52.5000,66.6667,,
sweep,D-REL1-ORIG,theta,0.14,all,2000,1745,1635,365,265,630,31.5000,36.1032,,
sweep,D-REL1-ORIG,theta,0.15,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.15,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.15,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.15,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,D-REL1-ORIG,theta,0.15,V4,220,220,220,0,60,60,27.2727,27.2727,,
sweep,D-REL1-ORIG,theta,0.15,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.15,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.15,violations_all,1200,945,835,365,264,629,52.4167,66.5608,,
sweep,D-REL1-ORIG,theta,0.15,all,2000,1745,1635,365,264,629,31.4500,36.0458,,
sweep,D-REL1-ORIG,theta,0.16,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.16,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.16,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.16,V3,220,220,220,0,202,202,91.8182,91.8182,,
sweep,D-REL1-ORIG,theta,0.16,V4,220,220,220,0,59,59,26.8182,26.8182,,
sweep,D-REL1-ORIG,theta,0.16,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.16,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.16,violations_all,1200,945,835,365,261,626,52.1667,66.2434,,
sweep,D-REL1-ORIG,theta,0.16,all,2000,1745,1635,365,261,626,31.3000,35.8739,,
sweep,D-REL1-ORIG,theta,0.17,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.17,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.17,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.17,V3,220,220,220,0,199,199,90.4545,90.4545,,
sweep,D-REL1-ORIG,theta,0.17,V4,220,220,220,0,59,59,26.8182,26.8182,,
sweep,D-REL1-ORIG,theta,0.17,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.17,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.17,violations_all,1200,945,835,365,258,623,51.9167,65.9259,,
sweep,D-REL1-ORIG,theta,0.17,all,2000,1745,1635,365,258,623,31.1500,35.7020,,
sweep,D-REL1-ORIG,theta,0.18,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.18,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.18,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.18,V3,220,220,220,0,198,198,90.0000,90.0000,,
sweep,D-REL1-ORIG,theta,0.18,V4,220,220,220,0,58,58,26.3636,26.3636,,
sweep,D-REL1-ORIG,theta,0.18,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.18,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.18,violations_all,1200,945,835,365,256,621,51.7500,65.7143,,
sweep,D-REL1-ORIG,theta,0.18,all,2000,1745,1635,365,256,621,31.0500,35.5874,,
sweep,D-REL1-ORIG,theta,0.19,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.19,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.19,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.19,V3,220,220,220,0,195,195,88.6364,88.6364,,
sweep,D-REL1-ORIG,theta,0.19,V4,220,220,220,0,55,55,25.0000,25.0000,,
sweep,D-REL1-ORIG,theta,0.19,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.19,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.19,violations_all,1200,945,835,365,250,615,51.2500,65.0794,,
sweep,D-REL1-ORIG,theta,0.19,all,2000,1745,1635,365,250,615,30.7500,35.2436,,
sweep,D-REL1-ORIG,theta,0.2,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.2,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.2,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.2,V3,220,220,220,0,192,192,87.2727,87.2727,,
sweep,D-REL1-ORIG,theta,0.2,V4,220,220,220,0,55,55,25.0000,25.0000,,
sweep,D-REL1-ORIG,theta,0.2,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.2,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.2,violations_all,1200,945,835,365,247,612,51.0000,64.7619,,
sweep,D-REL1-ORIG,theta,0.2,all,2000,1745,1635,365,247,612,30.6000,35.0716,,
sweep,D-REL1-ORIG,theta,0.21,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.21,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.21,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.21,V3,220,220,220,0,190,190,86.3636,86.3636,,
sweep,D-REL1-ORIG,theta,0.21,V4,220,220,220,0,54,54,24.5455,24.5455,,
sweep,D-REL1-ORIG,theta,0.21,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.21,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.21,violations_all,1200,945,835,365,244,609,50.7500,64.4444,,
sweep,D-REL1-ORIG,theta,0.21,all,2000,1745,1635,365,244,609,30.4500,34.8997,,
sweep,D-REL1-ORIG,theta,0.22,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.22,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.22,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.22,V3,220,220,220,0,189,189,85.9091,85.9091,,
sweep,D-REL1-ORIG,theta,0.22,V4,220,220,220,0,54,54,24.5455,24.5455,,
sweep,D-REL1-ORIG,theta,0.22,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.22,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.22,violations_all,1200,945,835,365,243,608,50.6667,64.3386,,
sweep,D-REL1-ORIG,theta,0.22,all,2000,1745,1635,365,243,608,30.4000,34.8424,,
sweep,D-REL1-ORIG,theta,0.23,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.23,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.23,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.23,V3,220,220,220,0,188,188,85.4545,85.4545,,
sweep,D-REL1-ORIG,theta,0.23,V4,220,220,220,0,52,52,23.6364,23.6364,,
sweep,D-REL1-ORIG,theta,0.23,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.23,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.23,violations_all,1200,945,835,365,240,605,50.4167,64.0212,,
sweep,D-REL1-ORIG,theta,0.23,all,2000,1745,1635,365,240,605,30.2500,34.6705,,
sweep,D-REL1-ORIG,theta,0.24,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.24,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.24,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.24,V3,220,220,220,0,184,184,83.6364,83.6364,,
sweep,D-REL1-ORIG,theta,0.24,V4,220,220,220,0,48,48,21.8182,21.8182,,
sweep,D-REL1-ORIG,theta,0.24,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.24,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.24,violations_all,1200,945,835,365,232,597,49.7500,63.1746,,
sweep,D-REL1-ORIG,theta,0.24,all,2000,1745,1635,365,232,597,29.8500,34.2120,,
sweep,D-REL1-ORIG,theta,0.25,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.25,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.25,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.25,V3,220,220,220,0,180,180,81.8182,81.8182,,
sweep,D-REL1-ORIG,theta,0.25,V4,220,220,220,0,47,47,21.3636,21.3636,,
sweep,D-REL1-ORIG,theta,0.25,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.25,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.25,violations_all,1200,945,835,365,227,592,49.3333,62.6455,,
sweep,D-REL1-ORIG,theta,0.25,all,2000,1745,1635,365,227,592,29.6000,33.9255,,
sweep,D-REL1-ORIG,theta,0.26,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.26,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.26,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.26,V3,220,220,220,0,179,179,81.3636,81.3636,,
sweep,D-REL1-ORIG,theta,0.26,V4,220,220,220,0,47,47,21.3636,21.3636,,
sweep,D-REL1-ORIG,theta,0.26,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.26,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.26,violations_all,1200,945,835,365,226,591,49.2500,62.5397,,
sweep,D-REL1-ORIG,theta,0.26,all,2000,1745,1635,365,226,591,29.5500,33.8682,,
sweep,D-REL1-ORIG,theta,0.27,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.27,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL1-ORIG,theta,0.27,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL1-ORIG,theta,0.27,V3,220,220,220,0,177,177,80.4545,80.4545,,
sweep,D-REL1-ORIG,theta,0.27,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,D-REL1-ORIG,theta,0.27,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL1-ORIG,theta,0.27,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL1-ORIG,theta,0.27,violations_all,1200,945,835,365,222,587,48.9167,62.1164,,
sweep,D-REL1-ORIG,theta,0.27,all,2000,1745,1635,365,222,587,29.3500,33.6390,,
sweep,D-REL1-ORIG,theta,0.28,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL1-ORIG,theta,0.28,V1,160,130,30,130,0,130,81.2500,100.0000,,
